Now all @Apple has to do is get swype on the iphone and it will be crack . Iphone that is	R D @ V P V V V ^ P D ^ & O V V N , ^ O V	0.9788 0.8466 0.9902 0.9973 0.9636 0.9977 0.9889 0.9735 0.7337 0.9979 0.9991 0.8325 0.9991 0.9979 0.9988 0.9984 0.7336 0.9978 0.7396 0.5288 0.9987	Now all @Apple has to do is get swype on the iphone and it will be crack. Iphone that is
Iphone 4s siri doesn't work for shit @apple	^ ^ ^ V V P N @	0.9370 0.3816 0.9973 0.9926 0.8625 0.9958 0.9635 0.9966	Iphone 4s siri doesn't work for shit @apple
Clarence Thomas must have designed the new OSX lion , tossing decades of workflow standards , @apple bring back “ save as ” ! #autoSaveSucks	^ ^ V V V D A ^ N , V N P N N , @ V R , V P , , #	0.9954 0.9998 0.9783 0.9996 0.9842 0.9997 0.9951 0.9899 0.8763 0.9975 0.9905 0.9970 0.9966 0.8140 0.9983 0.9976 0.9989 0.9970 0.5605 0.9889 0.9866 0.7744 0.9517 0.9956 0.9786	Clarence Thomas must have designed the new OSX lion, tossing decades of workflow standards, @apple bring back “save as”! #autoSaveSucks
@semilshah yeah except that when you ask for a receipt , it takes them 30 minutes to figure out where it printed out . Fix that , @Apple !	@ ! V O R O V P D N , O V O $ N P V T R O V T , V O , @ ,	0.9990 0.9967 0.5355 0.8394 0.9845 0.9986 0.9988 0.9986 0.9975 0.9984 0.9975 0.9971 0.9999 0.6121 0.9910 0.9940 0.9989 0.9982 0.9346 0.9741 0.9970 0.9988 0.9125 0.9968 0.9883 0.7404 0.9911 0.9973 0.9934	@semilshah yeah except that when you ask for a receipt, it takes them 30 minutes to figure out where it printed out. Fix that, @Apple!
RT @JDougyJ : hey @apple do you wanna fix my fucking playlist order , you piece of shit	~ @ ~ ! @ V O V V D A N N , O N P N	0.9979 0.9991 0.9920 0.9825 0.9957 0.9988 0.9995 0.9977 0.9992 0.9828 0.9436 0.9645 0.8098 0.9968 0.9768 0.7636 0.9958 0.9843	RT @JDougyJ: hey @apple do you wanna fix my fucking playlist order, you piece of shit
Bummer ! My @Yahoo ! iPad fantasy football app keeps crashing ; not sure if it's the app or the new @apple iOS 5 . Only two apps running .	! , D @ , ^ N N N V V , R A P L D N & D A @ ^ $ , R $ N V ,	0.9659 0.9974 0.9592 0.9849 0.9924 0.7456 0.8497 0.9966 0.9809 0.9795 0.9622 0.9922 0.9992 0.8332 0.9986 0.9967 0.9989 0.9836 0.9634 0.9991 0.9850 0.9907 0.8906 0.9910 0.9977 0.6755 0.9257 0.9017 0.9831 0.9988	Bummer!  My @Yahoo! iPad fantasy football app keeps crashing; not sure if it's the app or the new @apple iOS 5. Only two apps running.
@Apple can suck my dick gotta restore my ipad #annoyed	@ V V D N V V D N #	0.9986 0.9957 0.9998 0.9958 0.9901 0.9926 0.9996 0.9929 0.8486 0.7083	@Apple can suck my dick gotta restore my ipad #annoyed
The line at the @apple is just STUPID	D N P D @ V R A	0.9879 0.9992 0.9998 0.9954 0.9307 0.9948 0.9999 0.9973	The line at the @apple is just STUPID
@nansen Man , that sux ! @apple io5 upgrade a total #fail for you !	@ ! , O V , @ L V D N V P O ,	0.9988 0.6881 0.9983 0.5228 0.6031 0.9983 0.9965 0.2759 0.9764 0.9982 0.5326 0.4799 0.9991 0.9987 0.9995	@nansen Man, that sux! @apple io5 upgrade a total #fail for you!
Dear @Apple Contacts , you are terrible . I just cleaned duplicates for 3 hours and they magically reappeared . Fix it .	! @ N , O V A , O R V N P $ N & O R V , V O ,	0.2794 0.9968 0.8952 0.9978 0.9973 0.9979 0.9980 0.9985 0.9954 0.9993 0.9638 0.8570 0.9992 0.9818 0.9922 0.9975 0.9956 0.9966 0.9441 0.9972 0.9967 0.9882 0.9982	Dear @Apple Contacts, you are terrible. I just cleaned duplicates for 3 hours and they magically reappeared. Fix it.
Is it too much to ask which app is incompatible , @apple ? http://t.co/yKqip7nk	V O R A P V D N V A , @ , U	0.9993 0.9982 0.9989 0.7325 0.9991 0.9996 0.9945 0.9878 0.9983 0.9964 0.9979 0.9981 0.9860 0.9977	Is it too much to ask which app is incompatible, @apple? http://t.co/yKqip7nk
Pissed with whoever designs keyboards with @apple for not having a home and end key . working on the CLI i use those keys often	V P N N N P @ P R V D N & N N , V P D N O V D N R	0.7825 0.9965 0.4628 0.8646 0.9425 0.9994 0.9865 0.9916 0.9782 0.9997 0.9933 0.9811 0.9986 0.7954 0.8672 0.9979 0.9979 0.9798 0.9956 0.4866 0.9324 0.9984 0.9806 0.9876 0.9641	Pissed with whoever designs keyboards with @apple for not having a home and end key.  working on the CLI i use those keys often
@NoVaTyler @apple Most of mine are gone too ! Not recovered after I saved them b4 I upgraded my iPhone ! Soooo pissed !	@ @ R P O V V R , R V P O V O P O V D ^ , R A ,	0.9989 0.9987 0.5408 0.9948 0.9594 0.9933 0.5977 0.9853 0.9976 0.9928 0.9920 0.9623 0.9998 0.9999 0.9193 0.9212 0.9991 0.9998 0.9960 0.7031 0.9983 0.9015 0.7541 0.9977	@NoVaTyler @apple Most of mine are gone too! Not recovered after I saved them b4 I upgraded my iPhone! Soooo pissed!
hey @apple do you wanna fix my fucking playlist order , you piece of shit	! @ V O V V D A N N , O N P N	0.9910 0.9963 0.9990 0.9994 0.9977 0.9992 0.9828 0.9436 0.9645 0.8098 0.9968 0.9768 0.7781 0.9951 0.9886	hey @apple do you wanna fix my fucking playlist order, you piece of shit
Siri is having a hard time remembering who my sister is . contact card needs space for family info . #iPhone4S @apple	^ V V D A N V O D N V , V N V N P N N , # @	0.9942 0.9965 0.9971 0.9962 0.9925 0.9990 0.9976 0.9880 0.9961 0.9995 0.9973 0.9964 0.7588 0.9316 0.8894 0.9383 0.9994 0.8887 0.9691 0.9973 0.6119 0.9947	Siri is having a hard time remembering who my sister is. contact card needs space for family info. #iPhone4S @apple
#ios5 getting sloppy @apple . U need to check your QA team . Too many issues with apps , data and syncing	^ V A @ , O V P V D N N , R A N P ^ , N & V	0.7629 0.9936 0.9927 0.9745 0.9974 0.9930 0.9974 0.9828 0.9993 0.9598 0.5123 0.9993 0.9993 0.9943 0.9854 0.9860 0.9992 0.5430 0.9919 0.9536 0.9980 0.9426	#ios5 getting sloppy @apple. U need to check your QA team. Too many issues with apps, data and syncing
RT @nansen : so this SMS full message is known @apple issue with new iOS5 update . trying restore . When all else #fail - restore .	~ @ ~ P D N A N V V @ N P A ^ N , V V , R D R V , V ,	0.9979 0.9991 0.9538 0.9251 0.8219 0.6566 0.9546 0.9994 0.9973 0.7050 0.9952 0.7924 0.9986 0.9959 0.9535 0.9868 0.9983 0.9986 0.9510 0.9989 0.9817 0.6477 0.6363 0.6303 0.9689 0.9232 0.9954	RT @nansen: so this SMS full message is known @apple issue with new iOS5 update. trying restore. When all else #fail - restore.
So glad that I paid $69 for this @apple care protection plan . Been on hold for over 20 minutes now . Great customer service . #NOT	R A P O V $ P O @ V N N , V P V P A $ N R , A N N , #	0.8288 0.9781 0.9373 0.9990 0.9949 0.9759 0.9997 0.5416 0.9946 0.4820 0.9867 0.9277 0.9985 0.9852 0.9620 0.6964 0.9689 0.5215 0.9946 0.9900 0.9883 0.9979 0.9259 0.9674 0.9986 0.9970 0.9544	So glad that I paid $69 for this @apple care protection plan.  Been on hold for over 20 minutes now.  Great customer service. #NOT
not happy with @apple right now . the upgrade to my itouch4 took out my itouch and laptop . #help	R A P @ R R , D N P D N V T D N & N , #	0.9917 0.9590 0.9983 0.9970 0.9090 0.9956 0.9982 0.9939 0.9492 0.9992 0.9291 0.3141 0.9981 0.6418 0.9944 0.8338 0.9985 0.9824 0.9973 0.8599	not happy with @apple right now. the upgrade to my itouch4 took out my itouch and laptop. #help
All I can say about @Apple right now is #GoodRiddance — See ? Cancer isn't ALL BAD !	D O V V P @ R R V ^ , V , N V D A ,	0.6837 0.9975 0.9998 0.9991 0.9610 0.9975 0.9090 0.9950 0.9978 0.5080 0.8117 0.6801 0.9961 0.5484 0.9977 0.6575 0.9043 0.9989	All I can say about @Apple right now is #GoodRiddance — See? Cancer isn't ALL BAD!
@twitter can you look at problem on iPad where it won't open @ messages . It just crashes the app . You too @apple maybe your fault .	@ V O V P N P ^ R O V V P N , O R V D N , O R @ R D N ,	0.9990 0.9994 0.9988 0.9961 0.9961 0.9879 0.9964 0.9749 0.9756 0.9954 0.9944 0.9792 0.9341 0.9807 0.9983 0.9921 0.9994 0.9946 0.9995 0.9929 0.9986 0.9967 0.9706 0.9981 0.9518 0.9793 0.9992 0.9983	@twitter can you look at problem on iPad where it won't open @ messages. It just crashes the app. You too @apple maybe your fault.
@apple What's the point of iCloud wireless updates when ios5 now forces me to use the computer to charge my ipod touch now ? #worstupdateever	@ L D N P ^ N N R $ R V O P V D N P V D N N R , #	0.9990 0.9894 0.9989 0.9973 0.9976 0.9780 0.5363 0.9947 0.9911 0.2651 0.9834 0.9971 0.9973 0.9863 0.9958 0.9994 0.9985 0.9989 0.9978 0.9937 0.7995 0.5765 0.9945 0.9979 0.9254	@apple What's the point of iCloud wireless updates when ios5 now forces me to use the computer to charge my ipod touch now? #worstupdateever
@robert_terpstra no worries bud , ps : they're saying that the 4s is having a lot of network issues right now . ( I'm @apple for mac problems )	@ D N N , N , L V P D N V V D N P N N R R , , L @ P ^ N ,	0.9992 0.8238 0.9937 0.9565 0.9986 0.4039 0.9647 0.9387 0.9979 0.8990 0.9992 0.6789 0.9974 0.9969 0.9973 0.9842 0.9972 0.8351 0.8209 0.9579 0.9956 0.9954 0.8995 0.9854 0.9945 0.9973 0.9598 0.9938 0.9722	@robert_terpstra no worries bud, ps: they're saying that the 4s is having a lot of network issues right now. (I'm @apple for mac problems)
I hate you @apple for not sending Toledo , oh @bestbuy any @iPhone for @verizon even after I pre ordered !!!	O V O @ P R V ^ , ! @ D @ P @ R P O V V ,	0.9984 1.0000 0.9967 0.9819 0.9916 0.9806 0.9986 0.8060 0.9971 0.9875 0.9979 0.8257 0.9706 0.9980 0.9954 0.9982 0.9755 0.9965 0.4497 0.8712 0.9913	I hate you @apple for not sending Toledo,oh @bestbuy any @iPhone for @verizon even after I pre ordered!!!
@pmphillips @apple If my non-Apple equipment broke this often , I guess I'd need an Asus genius bar . But it doesn't , so I don't :-)	@ @ P D A N V D R , O V L V D ^ N N , & O V , P O V E	0.9989 0.9973 0.9954 0.9791 0.6210 0.9993 0.8492 0.8491 0.6892 0.9975 0.9981 0.9996 0.9863 0.9994 0.9626 0.9712 0.6126 0.9986 0.9990 0.9961 0.9967 0.9988 0.9975 0.8002 0.9988 1.0000 0.9854	@pmphillips @apple If my non-Apple equipment broke this often, I guess I'd need an Asus genius bar. But it doesn't, so I don't :-)
Why is the new @apple iPhone OS duplicating all my iCal events ? There's 2 of everything . How do I fix it ? ( tried turning iCloud off )	R V D A @ ^ ^ V X D ^ N , L $ P N , R V O V O , , V V ^ T ,	0.7835 0.9982 0.9995 0.9874 0.9907 0.9589 0.8924 0.9761 0.4974 0.9990 0.7846 0.9892 0.9977 0.7144 0.8276 0.9912 0.9962 0.9989 0.9764 0.9949 0.9992 0.9999 0.9784 0.9973 0.9077 0.9749 0.9827 0.8225 0.3591 0.9818	Why is the new @apple iPhone OS duplicating all my iCal events? There's 2 of everything. How do I fix it? (tried turning iCloud off)
Dear @Apple , how convenient/handy/thoughtful/smart that after iPhone #ios5 update you're apps won't work anymore ! ( none !!! ) :( #gr %\mbl^ . %)	! @ , R A P P ^ ^ N L N V V R , , N , , E # G , E	0.2794 0.9931 0.9936 0.9960 0.9551 0.7329 0.9079 0.9623 0.8673 0.8803 0.9604 0.5807 0.9449 0.5439 0.9889 0.9910 0.9453 0.9571 0.9934 0.9493 0.9875 0.8845 0.2751 0.9589 0.4548	Dear @Apple, how convenient/handy/thoughtful/smart that after iPhone #ios5 update you're apps won't work anymore! (none!!!) :( #gr%\mbl^.%)
Hey @Apple ... I know Steve Jobs died & all but my Twitter for iPad app keeps crashing ... Fix it ... NOW .. please .. lol -F . Light	! @ , O V ^ N V & D & D ^ P ^ N V V , V O , R , V , ! ^ , N	0.9845 0.9965 0.6734 0.9986 0.9994 0.9978 0.5469 0.9724 0.9918 0.5810 0.9896 0.9853 0.9806 0.9989 0.9708 0.9294 0.9795 0.9793 0.9863 0.9952 0.9826 0.9921 0.9810 0.9941 0.9383 0.9902 0.9971 0.4866 0.9219 0.5501	Hey @Apple...I know Steve Jobs died & all but my Twitter for iPad app keeps crashing...Fix it...NOW..please..lol -F.Light
@apple not happy with Apple today . I did the suggested software update and now nothing works !!!	@ R A P ^ N , O V D A N N & R N V ,	0.9990 0.9916 0.8981 0.9995 0.9906 0.9969 0.9977 0.9990 0.9999 0.9761 0.6214 0.9940 0.9599 0.9971 0.9955 0.9554 0.8466 0.9978	@apple not happy with Apple today. I did the suggested software update and now nothing works!!!
Smashed yet another #iPhone screen . When are @apple gonna make the phone more durable !!! Tired of fixing it myself !!!	V R D ^ N , R V @ V V D N R A , A P V O O ,	0.9341 0.8889 0.9859 0.7147 0.9112 0.9994 0.9653 0.9723 0.9960 0.9937 0.9996 0.9996 0.9980 0.8465 0.9925 0.9964 0.7695 0.9953 0.9992 0.9883 0.9659 0.9969	Smashed yet another #iPhone screen. When are @apple gonna make the phone more durable!!! Tired of fixing it myself!!!
IOS5 has one problem , when i save someone in my contacts they don't show his nam becuz of the region/ +965 @apple #apple	^ V $ N , R O V N P D N O V V D N P P D N $ @ #	0.8911 0.9734 0.8958 0.9973 0.9992 0.9900 0.9870 0.9996 0.9804 0.9976 0.9988 0.9974 0.9793 1.0000 0.9949 0.9899 0.5170 0.9806 0.9972 0.9984 0.9541 0.9484 0.9958 0.6644	IOS5 has one problem, when i save someone in my contacts they don't show his nam becuz of the region/ +965 @apple #apple
I sure as hell better be able to restore my calendar events . Terrible bug apple ! @apple #icloud #anothericloudfail	O A P N R V A P V D N N , A N N , @ ^ #	0.9928 0.9297 0.9697 0.7831 0.7506 0.9732 0.9684 0.9991 0.9999 0.9982 0.9979 0.9974 0.9975 0.8781 0.9657 0.8677 0.9976 0.9961 0.4156 0.7933	I sure as hell better be able to restore my calendar events. Terrible bug apple! @apple #icloud #anothericloudfail
I really hate that @apple won't let you hide the Newsstand app or move it into a folder . It serves no purpose for me .	O R V P @ V V O V D N N & V O P D N , O V D N P O ,	0.9962 0.9885 0.9998 0.5186 0.9976 0.9657 0.9997 0.9997 0.9997 0.9996 0.9603 0.9863 0.9898 0.9515 0.9871 0.9963 0.9957 0.9991 0.9988 0.9963 0.9997 0.9580 0.9994 0.9998 0.9986 0.9979	I really hate that @apple won't let you hide the Newsstand app or move it into a folder. It serves no purpose for me.
Life was much easier when @apple and @BlackBerry were just fruits !	N V R A R @ & @ V R N ,	0.8951 0.9942 0.8362 0.9747 0.9704 0.9949 0.9991 0.9945 0.9667 0.9846 0.9285 0.9985	Life was much easier when @apple and @BlackBerry were just fruits!
@apple No location reminders on ipad2 ! That was the point of updating to iOS 5	@ D N N P ^ , O V D N P V P ^ $	0.9991 0.7511 0.9997 0.9885 0.9967 0.8597 0.9982 0.8894 0.9996 0.9997 0.9978 0.9976 0.9809 0.9863 0.8596 0.9774	@apple No location reminders on ipad2! That was the point of updating to iOS 5
Comparing @Office #live with @google #apps and @apple #iCloud , I do not see #iCloud leading the crowd . Do you agree ?	V @ V P @ # & @ ^ , O V R V ^ V D N , V O V ,	0.9835 0.9938 0.5729 0.9970 0.9957 0.6394 0.9986 0.9968 0.8902 0.9978 0.9985 0.9999 0.9948 0.9855 0.9528 0.9940 0.9996 0.9974 0.9980 0.9992 0.9997 0.9970 0.9959	Comparing @Office #live with @google #apps and @apple #iCloud , I do not see #iCloud leading the crowd. Do you agree ?
Turns out my computer isn't as fixed as it is meant to be . Fuck you @Apple , I'm going back to your Genius Bar to complain . #annoyed	V T D N V P V P O V V P V , V O @ , L V R P D N N P V , #	0.9976 0.6077 0.9971 0.9993 0.9990 0.7682 0.6858 0.9664 0.9995 0.9996 0.9205 0.7135 0.9966 0.9962 0.9765 0.9994 0.9888 0.9958 0.9966 0.9959 0.6819 0.9985 0.9864 0.8561 0.9910 0.9971 0.9995 0.9955 0.9086	Turns out my computer isn't as fixed as it is meant to be. Fuck you @Apple, I'm going back to your Genius Bar to complain. #annoyed
If @apple doesn't fix iOS5 this week , I'm buying a droid #emptythreats	P @ V V ^ D N , L V D N #	0.9913 0.9959 0.9934 0.9973 0.7955 0.9842 0.9974 0.9983 0.9947 0.9993 0.9964 0.7787 0.5681	If @apple doesn't fix iOS5 this week, I'm buying a droid #emptythreats
@apple pls launch #Siri on iphone4 .. Disappointed after spending hours for upgrading to iOS5 ..	@ V V ^ P ^ , V P V N P V P ^ ,	0.9989 0.7659 0.7445 0.8802 0.9872 0.8738 0.9935 0.6253 0.9403 0.9878 0.9480 0.9996 0.9947 0.9928 0.7592 0.9964	@apple pls launch #Siri on iphone4 .. Disappointed after spending hours for upgrading to iOS5..
@apple you can suck it you and your fucking iPhones better be glad it's all I like cause the service Is fucking terrible	@ O V V O O & D A N R V A L D O V P D N V R A	0.9988 0.9965 0.9997 0.9998 0.9607 0.9963 0.9928 0.7115 0.8658 0.3272 0.7683 0.9650 0.9805 0.9887 0.7805 0.9932 0.8175 0.9311 0.9989 0.9973 0.9904 0.9079 0.9985	@apple you can suck it you and your fucking iPhones better be glad it's all I like cause the service Is fucking terrible
This is the first time I've been unhappy with any @apple product ... Disappointed , and the Internet seems as confused as I am right now .	O V D A N L V A P D @ N , A , & D N V P A P O V R R ,	0.8910 0.9992 0.9995 0.9951 0.9983 0.9838 0.9698 0.9839 0.9998 0.9746 0.9754 0.9867 0.9772 0.7452 0.9984 0.9982 0.9983 0.9512 0.9436 0.6544 0.8428 0.9762 0.9993 0.9977 0.7720 0.9949 0.9964	This is the first time I've been unhappy with any @apple product... Disappointed, and the Internet seems as confused as I am right now.
After a week or so with @Apple's #iOS5 I'm considering going back to #jailbroken 4.2 - same features as 5 , plus more . Not as stable , though .	P D N & R P Z ^ L V V R P ^ $ , A N P $ , R A , R R A , P ,	0.9764 0.9953 0.9979 0.9897 0.8601 0.9977 0.6141 0.5096 0.9938 0.9887 0.9980 0.6819 0.9937 0.8143 0.9582 0.9504 0.9827 0.9765 0.9596 0.9929 0.9979 0.4758 0.6960 0.9988 0.9945 0.7643 0.9934 0.9978 0.5151 0.9967	After a week or so with @Apple's #iOS5 I'm considering going back to #jailbroken 4.2 - same features as 5, plus more. Not as stable, though.
Had issues with #Siri reaching network today . Too many uses or my signal ? @apple	V N P ^ V N N , R A N & D N , @	0.9906 0.6950 0.9996 0.9951 0.9914 0.9719 0.9979 0.9988 0.9943 0.9236 0.8603 0.9858 0.9953 0.9961 0.9981 0.9649	Had issues with #Siri reaching network today. Too many uses or my signal? @apple
The new iOS5 completely failed at upgrading the phone . Now I'm stuck in this restore loop . Thanks @apple for wasting my day . Can i undo ?	D A ^ R V P V D N , R L V P O V N , N @ P V D N , V O V ,	0.9972 0.9971 0.8890 0.9980 0.7184 0.9948 0.9953 0.9997 0.9996 0.9992 0.9857 0.9932 0.9259 0.9772 0.5226 0.9779 0.9909 0.9991 0.7970 0.9928 0.9966 0.9990 0.9991 0.9994 0.9990 0.9843 0.9758 0.9920 0.9963	The new iOS5 completely failed at upgrading the phone. Now I'm stuck in this restore loop. Thanks @apple for wasting my day. Can i undo?
Is it me or does #iPhone4s run a little warm sometimes ? @apple	V O O & V ^ V D A A R , @	0.9993 0.9965 0.9932 0.9707 0.9947 0.9404 0.9866 0.9979 0.9184 0.9560 0.9776 0.9952 0.9639	Is it me or does #iPhone4s run a little warm sometimes? @apple
@apple WTF why can we not add the newsstand to a folder ?! We are already in your walled garden , so please don't remind us of it .	@ ! R V O R V D N P D N , O V R P D N N , P V V V O P O ,	0.9988 0.9878 0.9230 0.9969 0.9852 0.9970 0.9932 0.9996 0.9986 0.9991 0.9941 0.9980 0.9928 0.9965 0.9990 0.9958 0.9899 0.9691 0.4732 0.9857 0.9991 0.5821 0.8702 0.9999 1.0000 0.9817 0.9938 0.9968 0.9981	@apple WTF why can we not add the newsstand to a folder?! We are already in your walled garden, so please don't remind us of it.
@apple just now seeing none of my Microsoft Office programs work anymore after Lion upgrade . Why ??	@ R R V N P D ^ ^ N N R P ^ N , R ,	0.9991 0.9998 0.9972 0.9968 0.9947 0.9992 0.9870 0.9644 0.6777 0.8992 0.9702 0.9790 0.9682 0.8721 0.6401 0.9991 0.9585 0.9945	@apple just now seeing none of my Microsoft Office programs work anymore after Lion upgrade. Why??
Dear @Apple , I don't want the newsstand icon on my screen . #notcool	! @ , O V V D N N P D N , #	0.2794 0.9931 0.9799 0.9970 1.0000 1.0000 0.9996 0.9944 0.9884 0.9986 0.9969 0.9931 0.9975 0.9769	Dear @Apple, I don't want the newsstand icon on my screen. #notcool
@Blackberry does take better quality photos than @Apple iPhone though . I give them that ! #photograhersEye	@ V V A N N P @ ^ P , O V O O , #	0.9968 0.9952 0.9837 0.9296 0.9392 0.9981 0.9968 0.9967 0.8619 0.7657 0.9979 0.9972 1.0000 0.9775 0.5466 0.9988 0.9727	@Blackberry does take better quality photos than @Apple iPhone though. I give them that! #photograhersEye
